decision,Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-11-36.jpg,CAMERA_1_2025-06-30_23-11-36.jpg,16,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",4,"['4 0.549722 0.78096 0.019791 0.01995', '19 0.542281 0.747152 0.019903 0.020244', '11 0.43811 0.822356 0.019645 0.019589', '3 0.361757 0.700969 0.056251 0.115104', '18 0.520869 0.655598 0.019638 0.019705', '5 0.571095 0.92293 0.020547 0.020311', '10 0.452278 0.672592 0.019516 0.019556', '8 0.492437 0.733569 0.019304 0.019905', '16 0.401051 0.636261 0.019887 0.019947', '17 0.452382 0.632764 0.020009 0.020448', '14 0.402903 0.558484 0.019824 0.020244', '6 0.46654 0.557474 0.020235 0.020375', '9 0.493355 0.770736 0.019332 0.020041', '13 0.540592 0.923783 0.020402 0.020942', '7 0.602993 0.563901 0.019865 0.019844', '12 0.529759 0.923582 0.020507 0.021404']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-13-12.jpg,CAMERA_1_2025-06-30_23-13-12.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-14-54.jpg,CAMERA_1_2025-06-30_23-14-54.jpg,15,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",16,"['16 0.405022 0.640439 0.021374 0.021407', '9 0.499313 0.78025 0.019957 0.020434', '11 0.4425 0.8314 0.021667 0.02176', '7 0.610647 0.568881 0.019717 0.020138', '14 0.407147 0.561129 0.021131 0.02092', '18 0.527223 0.662398 0.02068 0.021085', '5 0.577365 0.934763 0.020968 0.020222', '19 0.548992 0.756382 0.020246 0.020878', '10 0.456888 0.679528 0.020551 0.020397', '12 0.535141 0.936244 0.020898 0.021173', '4 0.5567 0.790653 0.020676 0.020807', '8 0.49781 0.742016 0.019892 0.020573', '17 0.457673 0.638609 0.02094 0.020754', '6 0.472077 0.560997 0.020512 0.020973', '13 0.546197 0.936016 0.021422 0.020962']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-16-32.jpg,CAMERA_1_2025-06-30_23-16-32.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-18-12.jpg,CAMERA_1_2025-06-30_23-18-12.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-19-54.jpg,CAMERA_1_2025-06-30_23-19-54.jpg,11,"[1, 5, 7, 8, 9, 10, 11, 12, 13, 17, 18]",5,"['5 0.575144 0.924863 0.021016 0.020615', '1 0.570951 0.706149 0.051357 0.110371', '11 0.442644 0.824297 0.020155 0.020462', '17 0.394997 0.647413 0.020623 0.02073', '10 0.455566 0.676838 0.019547 0.019255', '18 0.463471 0.640401 0.01965 0.019857', '9 0.498372 0.773192 0.019648 0.020042', '7 0.464569 0.561406 0.02004 0.019745', '8 0.497767 0.736408 0.020042 0.020465', '13 0.544781 0.92575 0.020381 0.020737', '12 0.53372 0.925824 0.020103 0.020623']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-21-30.jpg,CAMERA_1_2025-06-30_23-21-30.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-23-16.jpg,CAMERA_1_2025-06-30_23-23-16.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",4,"['4 0.549936 0.782092 0.019796 0.019941', '10 0.452178 0.674494 0.019577 0.019591', '18 0.520919 0.657872 0.019954 0.019938', '16 0.401309 0.637317 0.019945 0.020062', '5 0.571024 0.923565 0.020597 0.02042', '7 0.603078 0.565577 0.020182 0.020451', '3 0.362982 0.702576 0.053247 0.112326', '11 0.438163 0.824365 0.019968 0.019951', '14 0.403476 0.560013 0.02083 0.020942', '9 0.494116 0.771407 0.019576 0.020359', '17 0.452352 0.634337 0.020023 0.020267', '8 0.492858 0.734565 0.019234 0.020217', '19 0.542553 0.748216 0.020347 0.020243', '6 0.466877 0.558707 0.020621 0.020746', '13 0.540572 0.924797 0.020178 0.020854', '12 0.52963 0.924869 0.020876 0.021519', '15 0.309104 0.669852 0.019875 0.020057', '2 0.333981 0.450426 0.019612 0.033268']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-25-14.jpg,CAMERA_1_2025-06-30_23-25-14.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-26-52.jpg,CAMERA_1_2025-06-30_23-26-52.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-28-24.jpg,CAMERA_1_2025-06-30_23-28-24.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",7,"['7 0.605665 0.569685 0.020687 0.020431', '19 0.545891 0.754002 0.019866 0.020118', '4 0.553472 0.787345 0.020015 0.020361', '18 0.524123 0.662036 0.020731 0.020437', '14 0.405592 0.563579 0.020787 0.020573', '17 0.455345 0.639662 0.020481 0.020356', '8 0.495627 0.740426 0.019492 0.020272', '11 0.441595 0.829584 0.020065 0.020315', '5 0.575002 0.928066 0.020651 0.020395', '9 0.497143 0.777425 0.019173 0.019423', '10 0.454886 0.679371 0.019915 0.020035', '13 0.54418 0.930586 0.020539 0.020736', '3 0.365717 0.707327 0.053507 0.112821', '6 0.469393 0.563509 0.019813 0.01973', '12 0.53317 0.930561 0.020565 0.020888', '16 0.404072 0.642634 0.020605 0.020454', '15 0.311806 0.675765 0.020405 0.020631', '2 0.340667 0.458622 0.020224 0.027947']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-29-52.jpg,CAMERA_1_2025-06-30_23-29-52.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-31-34.jpg,CAMERA_1_2025-06-30_23-31-34.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-33-09.jpg,CAMERA_1_2025-06-30_23-33-09.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",11,"['11 0.441558 0.833248 0.01989 0.019873', '10 0.455275 0.682233 0.019208 0.019721', '9 0.497809 0.781923 0.01959 0.020094', '18 0.524743 0.66502 0.02086 0.020905', '14 0.405353 0.565423 0.020697 0.020321', '8 0.49588 0.744681 0.019752 0.020058', '4 0.554751 0.791379 0.020193 0.020054', '16 0.40369 0.645547 0.020306 0.020648', '5 0.575752 0.93446 0.021019 0.020321', '19 0.547603 0.758944 0.019784 0.020036', '3 0.365127 0.71062 0.053857 0.11277', '6 0.469847 0.564801 0.020339 0.020223', '13 0.545049 0.934909 0.02008 0.020563', '12 0.534079 0.935012 0.020427 0.020599', '17 0.45538 0.641748 0.020387 0.02028', '7 0.607441 0.570737 0.020531 0.020109', '2 0.338387 0.459104 0.020391 0.02858', '15 0.311184 0.677079 0.020483 0.020542']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-34-57.jpg,CAMERA_1_2025-06-30_23-34-57.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-36-32.jpg,CAMERA_1_2025-06-30_23-36-32.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",6,"['6 0.472331 0.550931 0.020078 0.019935', '11 0.443255 0.815456 0.020401 0.020724', '16 0.406512 0.628825 0.020357 0.02039', '9 0.498687 0.763519 0.019605 0.020425', '18 0.525807 0.649627 0.019616 0.019845', '4 0.555096 0.775142 0.020379 0.020414', '5 0.576471 0.917555 0.020783 0.020265', '8 0.497834 0.7267 0.019078 0.019493', '14 0.40847 0.551928 0.020864 0.020424', '19 0.548427 0.741075 0.020208 0.020239', '3 0.367454 0.693959 0.056512 0.115953', '10 0.457653 0.665585 0.019635 0.019669', '7 0.608749 0.558634 0.020331 0.020666', '12 0.534078 0.918271 0.020027 0.020183', '13 0.545141 0.917816 0.020174 0.020423', '17 0.457568 0.625678 0.020516 0.020758', '15 0.314452 0.660754 0.01998 0.019862', '2 0.343597 0.430907 0.019676 0.029765']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-38-12.jpg,CAMERA_1_2025-06-30_23-38-12.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-39-54.jpg,CAMERA_1_2025-06-30_23-39-54.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-41-50.jpg,CAMERA_1_2025-06-30_23-41-50.jpg,1,[7],7,['7 0.608275 0.565073 0.020335 0.020385']
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-43-30.jpg,CAMERA_1_2025-06-30_23-43-30.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-45-13.jpg,CAMERA_1_2025-06-30_23-45-13.jpg,8,"[1, 5, 8, 9, 10, 11, 12, 13]",11,"['11 0.439222 0.835736 0.021015 0.020717', '8 0.49471 0.746276 0.021009 0.020476', '1 0.56891 0.717673 0.054313 0.116745', '5 0.573434 0.935719 0.020312 0.020179', '13 0.542312 0.938267 0.021065 0.021187', '10 0.451987 0.686356 0.020172 0.020341', '9 0.495147 0.783897 0.020018 0.019451', '12 0.531026 0.938664 0.02098 0.021491']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-46-52.jpg,CAMERA_1_2025-06-30_23-46-52.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-48-34.jpg,CAMERA_1_2025-06-30_23-48-34.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-50-10.jpg,CAMERA_1_2025-06-30_23-50-10.jpg,10,"[4, 5, 6, 7, 8, 9, 12, 13, 18, 19]",8,"['8 0.499218 0.745614 0.020069 0.020363', '4 0.55717 0.794326 0.020573 0.020709', '9 0.500038 0.783509 0.020039 0.020278', '5 0.577828 0.938137 0.020836 0.02054', '7 0.610884 0.573872 0.020588 0.020792', '12 0.535558 0.938937 0.020686 0.021599', '19 0.550037 0.760646 0.020385 0.020845', '18 0.527549 0.667271 0.020724 0.020801', '13 0.546264 0.938971 0.020865 0.021394', '6 0.472247 0.565767 0.02047 0.020476']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-51-51.jpg,CAMERA_1_2025-06-30_23-51-51.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-53-34.jpg,CAMERA_1_2025-06-30_23-53-34.jpg,7,"[2, 3, 7, 14, 15, 16, 17]",16,"['16 0.404946 0.636552 0.020475 0.020732', '14 0.407021 0.558545 0.02075 0.020933', '3 0.365736 0.701332 0.054675 0.115226', '15 0.312516 0.668344 0.020035 0.020518', '7 0.608214 0.564991 0.020346 0.020668', '17 0.456619 0.633403 0.020276 0.020533', '2 0.341109 0.445766 0.02048 0.029252']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-55-09.jpg,CAMERA_1_2025-06-30_23-55-09.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-56-53.jpg,CAMERA_1_2025-06-30_23-56-53.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-58-31.jpg,CAMERA_1_2025-06-30_23-58-31.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"['3 0.36002 0.705568 0.067484 0.133693', '14 0.404165 0.555722 0.020134 0.020262', '7 0.604468 0.560934 0.020119 0.020044', '16 0.401688 0.633367 0.020708 0.021069', '5 0.572265 0.919755 0.019744 0.019956', '8 0.493382 0.729923 0.020117 0.020528', '10 0.453306 0.670678 0.019657 0.019988', '9 0.494551 0.768614 0.019846 0.020253', '6 0.467578 0.554627 0.019923 0.019875', '17 0.453204 0.629821 0.019954 0.020712', '13 0.541791 0.922053 0.019968 0.020689', '19 0.544062 0.744573 0.020468 0.020387', '4 0.551103 0.779246 0.020998 0.020936', '12 0.531076 0.921885 0.019964 0.020766', '18 0.521522 0.6545 0.020342 0.020277', '11 0.439058 0.819437 0.019782 0.019265', '15 0.309948 0.666554 0.018675 0.018628', '2 0.335462 0.438337 0.019355 0.02717']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-00-11.jpg,CAMERA_1_2025-07-01_00-00-11.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-30-17.jpg,CAMERA_1_2025-07-01_00-30-17.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-31-38.jpg,CAMERA_1_2025-07-01_00-31-38.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",7,"['7 0.606309 0.568771 0.020106 0.020113', '4 0.553828 0.78712 0.020594 0.021006', '19 0.546282 0.753267 0.01968 0.019808', '18 0.524132 0.661695 0.020695 0.020659', '11 0.441629 0.829411 0.020207 0.020453', '10 0.455204 0.679507 0.019761 0.019904', '17 0.455383 0.638733 0.020531 0.020543', '14 0.405734 0.564277 0.020462 0.019974', '8 0.496147 0.740479 0.019681 0.020241', '15 0.311956 0.675752 0.020296 0.020632', '9 0.49708 0.778157 0.019775 0.019946', '16 0.404348 0.643894 0.020336 0.020536', '3 0.365496 0.708044 0.054411 0.114086', '5 0.575192 0.927436 0.020668 0.020472', '6 0.469495 0.562788 0.019898 0.019975', '12 0.533574 0.930462 0.020776 0.020904', '13 0.544689 0.930571 0.02049 0.020817', '2 0.339693 0.457699 0.020525 0.028709']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-34-55.jpg,CAMERA_1_2025-07-01_00-34-55.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-36-30.jpg,CAMERA_1_2025-07-01_00-36-30.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",16,"['16 0.40523 0.639588 0.020276 0.020211', '7 0.606933 0.568849 0.019928 0.020131', '19 0.545702 0.750782 0.01997 0.01969', '11 0.441471 0.825455 0.01932 0.019709', '14 0.407381 0.561792 0.020068 0.019893', '3 0.365808 0.703602 0.055067 0.11317', '8 0.496092 0.736839 0.01932 0.020402', '9 0.497199 0.774295 0.019385 0.019947', '17 0.456255 0.636968 0.020399 0.020449', '10 0.455853 0.67707 0.019524 0.019404', '6 0.471153 0.561305 0.020576 0.020574', '5 0.573914 0.925847 0.020269 0.019973', '4 0.552969 0.784772 0.020385 0.020437', '18 0.524354 0.659769 0.020345 0.020248', '15 0.313488 0.670441 0.019685 0.020124', '13 0.542661 0.92724 0.020824 0.021016', '2 0.341178 0.449696 0.02018 0.029793', '12 0.532002 0.927178 0.020596 0.020943']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-38-11.jpg,CAMERA_1_2025-07-01_00-38-11.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-41-31.jpg,CAMERA_1_2025-07-01_00-41-31.jpg,5,"[2, 3, 7, 14, 15]",14,"['14 0.406358 0.551412 0.021017 0.020817', '7 0.605127 0.555618 0.020279 0.020401', '15 0.312733 0.65806 0.01937 0.019556', '3 0.36477 0.684655 0.051248 0.102461', '2 0.340105 0.41964 0.019119 0.028154']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-43-12.jpg,CAMERA_1_2025-07-01_00-43-12.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-44-54.jpg,CAMERA_1_2025-07-01_00-44-54.jpg,8,"[1, 5, 7, 8, 9, 12, 13, 18]",1,"['1 0.568798 0.707681 0.054293 0.117699', '7 0.461578 0.561286 0.020893 0.021189', '5 0.573979 0.925761 0.020937 0.020766', '13 0.543194 0.927368 0.021238 0.021691', '9 0.495585 0.775583 0.01943 0.019532', '12 0.532388 0.927423 0.021178 0.021708', '18 0.460158 0.642251 0.023952 0.024872', '8 0.4953 0.737681 0.020265 0.020562']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-46-32.jpg,CAMERA_1_2025-07-01_00-46-32.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-48-13.jpg,CAMERA_1_2025-07-01_00-48-13.jpg,16,"[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",16,"['16 0.406792 0.63994 0.020023 0.020379', '7 0.607397 0.569062 0.020464 0.020436', '11 0.442845 0.82604 0.01992 0.020105', '5 0.575296 0.92535 0.020818 0.020553', '10 0.457116 0.676442 0.0197 0.019295', '14 0.40858 0.562293 0.020072 0.019963', '8 0.497237 0.73768 0.019597 0.020416', '17 0.45756 0.637185 0.020348 0.020598', '6 0.472097 0.561772 0.020561 0.020783', '18 0.525685 0.660641 0.020571 0.020259', '19 0.547047 0.750196 0.020334 0.020081', '9 0.498426 0.77434 0.019525 0.020013', '4 0.55429 0.784296 0.020272 0.020085', '2 0.344286 0.448304 0.020267 0.028366', '13 0.544465 0.927427 0.021001 0.021048', '12 0.533353 0.927455 0.020311 0.021112']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-49-50.jpg,CAMERA_1_2025-07-01_00-49-50.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-51-31.jpg,CAMERA_1_2025-07-01_00-51-31.jpg,16,"[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",4,"['4 0.550456 0.781362 0.020105 0.020163', '19 0.543236 0.747376 0.020026 0.020041', '18 0.521514 0.656578 0.020633 0.020669', '5 0.572115 0.922476 0.020364 0.020459', '14 0.403622 0.558841 0.020067 0.020338', '10 0.452472 0.673537 0.01956 0.019538', '16 0.401228 0.636432 0.020231 0.020464', '11 0.438617 0.823123 0.019844 0.019945', '7 0.604054 0.563661 0.020047 0.019966', '9 0.494058 0.77149 0.019399 0.020087', '17 0.452714 0.632925 0.020218 0.020646', '8 0.492724 0.733937 0.019555 0.020235', '13 0.54114 0.924065 0.0204 0.02098', '6 0.467275 0.557749 0.02049 0.020754', '2 0.334905 0.443399 0.019865 0.027615', '12 0.530314 0.92414 0.020609 0.021469']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-53-16.jpg,CAMERA_1_2025-07-01_00-53-16.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-54-51.jpg,CAMERA_1_2025-07-01_00-54-51.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",11,"['11 0.44416 0.834184 0.020361 0.020508', '9 0.500308 0.783236 0.019959 0.02043', '4 0.557661 0.79337 0.020091 0.020166', '3 0.367032 0.711016 0.055724 0.117373', '18 0.527851 0.665678 0.020671 0.020784', '8 0.499015 0.744717 0.019814 0.020242', '5 0.578197 0.936665 0.020784 0.020345', '14 0.408108 0.564964 0.021167 0.020752', '10 0.458249 0.682548 0.019965 0.020074', '16 0.406034 0.64467 0.020874 0.020618', '19 0.550378 0.759441 0.020277 0.020463', '12 0.535613 0.938174 0.020647 0.02129', '6 0.472757 0.564192 0.020194 0.020304', '17 0.4581 0.641517 0.021089 0.020825', '7 0.611186 0.57249 0.020201 0.020129', '13 0.546523 0.93774 0.020542 0.020953', '15 0.312678 0.677073 0.020551 0.02054', '2 0.343087 0.457183 0.020579 0.029068']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-56-36.jpg,CAMERA_1_2025-07-01_00-56-36.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-58-11.jpg,CAMERA_1_2025-07-01_00-58-11.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_00-59-54.jpg,CAMERA_1_2025-07-01_00-59-54.jpg,2,"[1, 6]",1,"['1 0.570844 0.704853 0.05619 0.117494', '6 0.332341 0.559195 0.019668 0.020443']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-01-30.jpg,CAMERA_1_2025-07-01_01-01-30.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-03-15.jpg,CAMERA_1_2025-07-01_01-03-15.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-04-51.jpg,CAMERA_1_2025-07-01_01-04-51.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",11,"['11 0.444348 0.8166 0.02031 0.020407', '6 0.473437 0.551678 0.019589 0.019621', '9 0.500322 0.765196 0.019874 0.020393', '3 0.368427 0.694952 0.054665 0.115756', '8 0.499121 0.727469 0.019583 0.020233', '4 0.556221 0.775173 0.02009 0.020433', '16 0.407791 0.629418 0.020137 0.020487', '5 0.577655 0.917967 0.020722 0.020277', '18 0.52746 0.650112 0.02021 0.020104', '10 0.458686 0.666873 0.019455 0.019438', '17 0.45877 0.626535 0.020378 0.020614', '19 0.549462 0.742123 0.020054 0.020212', '15 0.315403 0.661617 0.019993 0.020225', '14 0.409399 0.552269 0.020818 0.020467', '12 0.535669 0.918511 0.019948 0.020869', '7 0.609343 0.558284 0.020681 0.020931', '13 0.546314 0.918206 0.020224 0.020891', '2 0.345358 0.431347 0.020188 0.02895']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-06-35.jpg,CAMERA_1_2025-07-01_01-06-35.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-08-10.jpg,CAMERA_1_2025-07-01_01-08-10.jpg,7,"[2, 3, 6, 7, 14, 15, 16]",7,"['7 0.605679 0.569486 0.020471 0.020285', '14 0.405278 0.564079 0.020934 0.020527', '15 0.311619 0.675563 0.020563 0.021066', '6 0.468895 0.563262 0.019496 0.019574', '3 0.364825 0.707981 0.054311 0.114635', '2 0.339584 0.457844 0.020551 0.028687', '16 0.404756 0.643367 0.023323 0.02286']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-09-51.jpg,CAMERA_1_2025-07-01_01-09-51.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-11-34.jpg,CAMERA_1_2025-07-01_01-11-34.jpg,6,"[2, 3, 7, 14, 15, 16]",16,"['16 0.405081 0.639008 0.022486 0.022687', '7 0.606108 0.567953 0.020198 0.020535', '14 0.407232 0.561063 0.021284 0.021492', '15 0.312759 0.670413 0.019758 0.020229', '3 0.365876 0.703069 0.054083 0.112907', '2 0.340132 0.448265 0.020145 0.030986']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-13-34.jpg,CAMERA_1_2025-07-01_01-13-34.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-15-02.jpg,CAMERA_1_2025-07-01_01-15-02.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-16-35.jpg,CAMERA_1_2025-07-01_01-16-35.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",11,"['11 0.445895 0.817143 0.019947 0.019994', '16 0.346395 0.691537 0.020018 0.020353', '8 0.500501 0.728963 0.019962 0.020196', '17 0.397932 0.639486 0.020581 0.020858', '18 0.466731 0.632542 0.019843 0.019917', '6 0.334789 0.551995 0.019723 0.019582', '12 0.536739 0.918932 0.02124 0.022296', '10 0.459262 0.669156 0.019663 0.019739', '1 0.575349 0.701591 0.054633 0.120537', '15 0.331722 0.615094 0.020052 0.020578', '5 0.579481 0.916673 0.021483 0.021412', '7 0.467485 0.551941 0.020315 0.020307', '13 0.548195 0.918055 0.020874 0.021857', '9 0.50129 0.766241 0.019931 0.020499', '2 0.349969 0.440249 0.020289 0.047696']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-18-11.jpg,CAMERA_1_2025-07-01_01-18-11.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-19-54.jpg,CAMERA_1_2025-07-01_01-19-54.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-07-01_01-21-30.jpg,CAMERA_1_2025-07-01_01-21-30.jpg,6,"[1, 2, 6, 13, 15, 16]",16,"['16 0.342288 0.699598 0.02045 0.021223', '1 0.571327 0.707804 0.060721 0.122338', '6 0.330795 0.55863 0.019811 0.020402', '15 0.32745 0.62324 0.020252 0.020264', '13 0.54439 0.927543 0.021254 0.022492', '2 0.341234 0.449228 0.019748 0.029279']"
